"Date","Price","Open","High","Low","Vol.","Change %"
"04/19/2000","134.00","134.00","134.00","134.00","","-0.10%"
"04/18/2000","134.13","134.13","134.13","134.13","","-0.27%"
"04/17/2000","134.49","134.49","134.49","134.49","","0.22%"
"04/14/2000","134.20","134.20","134.20","134.20","","0.42%"
"04/13/2000","133.64","133.64","133.64","133.64","","-0.16%"
"04/12/2000","133.85","133.85","133.85","133.85","","-0.14%"
"04/11/2000","134.04","134.04","134.04","134.04","","-0.01%"
"04/10/2000","134.06","134.06","134.06","134.06","","0.13%"
"04/07/2000","133.88","133.88","133.88","133.88","","-0.28%"
"04/06/2000","134.25","134.25","134.25","134.25","","-0.31%"
"04/05/2000","134.67","134.67","134.67","134.67","","0.13%"
"04/04/2000","134.50","134.50","134.50","134.50","","0.08%"
"04/03/2000","134.39","134.39","134.39","134.39","","0.66%"
"03/31/2000","133.51","133.51","133.51","133.51","","-0.18%"
"03/30/2000","133.75","133.75","133.75","133.75","","-0.18%"
"03/29/2000","133.99","133.99","133.99","133.99","","-0.26%"
"03/28/2000","134.34","134.34","134.34","134.34","","0.01%"
"03/27/2000","134.32","134.32","134.32","134.32","","0.32%"
"03/24/2000","133.89","133.89","133.89","133.89","","-0.12%"
"03/23/2000","134.05","134.05","134.05","134.05","","-0.28%"
"03/22/2000","134.42","134.42","134.42","134.42","","-0.33%"
"03/21/2000","134.87","134.87","134.87","134.87","","-0.13%"
"03/20/2000","135.05","135.05","135.05","135.05","","0.07%"
"03/17/2000","134.96","134.96","134.96","134.96","","-0.03%"
"03/16/2000","135.00","135.00","135.00","135.00","","-0.07%"
"03/15/2000","135.10","135.10","135.10","135.10","","0.01%"
"03/14/2000","135.09","135.09","135.09","135.09","","-0.20%"
"03/13/2000","135.36","135.36","135.36","135.36","","0.10%"
"03/10/2000","135.23","135.23","135.23","135.23","","-0.27%"
"03/09/2000","135.59","135.59","135.59","135.59","","0.30%"
"03/08/2000","135.18","135.18","135.18","135.18","","0.04%"
"03/07/2000","135.12","135.12","135.12","135.12","","-0.08%"
"03/06/2000","135.23","135.23","135.23","135.23","","-0.04%"
"03/03/2000","135.28","135.28","135.28","135.28","","0.01%"
"03/02/2000","135.26","135.26","135.26","135.26","","-0.73%"
"03/01/2000","136.25","136.25","136.25","136.25","","-0.28%"
"02/29/2000","136.63","136.63","136.63","136.63","","-0.30%"
"02/28/2000","137.04","137.04","137.04","137.04","","-0.17%"
"02/25/2000","137.28","137.28","137.28","137.28","","-0.62%"
"02/24/2000","138.14","138.14","138.14","138.14","","0.71%"
"02/23/2000","137.17","137.17","137.17","137.17","","0.08%"
"02/22/2000","137.06","137.06","137.06","137.06","","0.18%"
"02/21/2000","136.82","136.82","136.82","136.82","","0.31%"
"02/18/2000","136.40","136.40","136.40","136.40","","0.09%"
"02/17/2000","136.28","136.28","136.28","136.28","","0.23%"
"02/16/2000","135.97","135.97","135.97","135.97","","-0.13%"
"02/15/2000","136.15","136.15","136.15","136.15","","-0.04%"
"02/14/2000","136.21","136.21","136.21","136.21","","1.14%"
"02/11/2000","134.68","134.68","134.68","134.68","","-0.50%"
"02/10/2000","135.35","135.35","135.35","135.35","","-0.27%"
"02/09/2000","135.71","135.71","135.71","135.71","","-0.51%"
"02/08/2000","136.40","136.40","136.40","136.40","","0.00%"
"02/07/2000","136.40","136.40","136.40","136.40","","-0.02%"
"02/04/2000","136.43","136.43","136.43","136.43","","-0.05%"
"02/03/2000","136.50","136.50","136.50","136.50","","-0.06%"
"02/02/2000","136.58","136.58","136.58","136.58","","0.36%"
"02/01/2000","136.09","136.09","136.09","136.09","","0.27%"
"01/31/2000","135.73","135.73","135.73","135.73","","0.27%"
"01/28/2000","135.36","135.36","135.36","135.36","","-0.40%"
"01/27/2000","135.90","135.90","135.90","135.90","","-0.22%"
"01/26/2000","136.20","136.20","136.20","136.20","","0.05%"
"01/25/2000","136.13","136.13","136.13","136.13","","0.24%"
"01/24/2000","135.80","135.80","135.80","135.80","","-0.28%"
"01/21/2000","136.18","136.18","136.18","136.18","","0.18%"
"01/20/2000","135.94","135.94","135.94","135.94","","-0.70%"
"01/19/2000","136.90","136.90","136.90","136.90","","0.62%"
"01/18/2000","136.06","136.06","136.06","136.06","","0.53%"
"01/17/2000","135.34","135.34","135.34","135.34","","-0.35%"
"01/14/2000","135.81","135.81","135.81","135.81","","-0.95%"
"01/13/2000","137.11","137.11","137.11","137.11","","-0.79%"
"01/12/2000","138.20","138.20","138.20","138.20","","-0.15%"
"01/11/2000","138.41","138.41","138.41","138.41","","1.12%"
"01/10/2000","136.88","136.88","136.88","136.88","","-0.37%"
"01/07/2000","137.39","137.39","137.39","137.39","","-0.76%"
"01/06/2000","138.44","138.44","138.44","138.44","","1.04%"
